id,monthly_spending
EDC39FDE,14 тр
D7ADD6A7,30000 т
79F4A163,83 тыс
22E7A3A5,10000 - 11000 тыс р
E23DD104,174 т р
D1923BF2,199000 тыс р
976D857D,25000 k
EBC34C1D,29 тыс
8D5212A6,232000 - 297000 k
6BF85661,16 - 22 тыс р
8E880F5C,145000 тыс р
7D050670,65 тр
71A6204D,100 - 106 к
935B66E9,51000 т
4DD26D35,149 тыс р
8D4F61D5,27 - 33 т р
5AB17AAE,34000 k
AFF514BF,145000 - 186000 тыс руб
D7DE974D,130000 - 151000 т
92A995D3,134 т р
04C7A738,69 тыс руб
76131743,80000 т
8096795C,60000 - 98000 k
EB787D38,24000 - 36000 тыс руб
98248074,90000 - 95000 тыс
FF29ECE1,43 т р
B2E72B78,16000 - 30000 тр
36875683,58000 к
E01EAF8B,40 тыс р
CC24D5F3,132000 к
AECD02C2,116000 т
6D5BE1F1,556 тысяч руб
D50674E8,112 тыс р
39B1C3F2,25000 т
0FAA8062,65 тыс
A94AA157,90000 т
2D13E4C0,77 тр
393CF65C,219 - 272 тыс р
B98557E8,20000 k
8C808B0A,326 - 374 т
26E54020,145 т
C67D4C65,234000 т р
D2364C06,783 к
59ACAFC7,47000 тыс руб
441B8FB7,164000 к
EA90227B,349000 тр
88BB5EC5,244000 т р
8EB5B9A1,43000 - 68000 тыс р
04C19037,769 тыс р
598B42AA,82000
6B9E82B1,153 т р
6E95AD82,61 тыс
FC15BA03,24000 k
4E1DDF31,30000 тыс руб
0901F89F,83000 тр
D7536014,95000 k
4F8768C1,86000 тыс р
F475847B,42000 - 49000 т р
797F06DA,154 - 199 k
E5E8BEF9,63 тыс р
54D12B61,26 - 39 т р
CD1093DF,158 k
FF43D7D3,93000 k
F6968DDB,142000 k
0E8C43ED,42000 - 84000 к
C7A4DB18,40 k
12A4A37E,276000
0240CE8A,34000 к
8144430C,178000 k
45F3FB87,326000 т
09F9FD3E,86000 т
AD5CA93B,95000 тыс
14F219EC,145000 k
896C71BD,17000 - 37000 k
0DAD3980,34000 k
68E9D40B,144 тр
1219157B,73 к
53D60181,115 - 163 т
5B36FBCD,122 - 164 тр
F47BE426,174 т
DC2B8FAB,21 - 26 к
2FF7B5A4,41000 тыс р
F8DD19C8,85000 тыс р
2F1963BC,151000 - 184000 k
C8F8468B,34000 тыс р
E0FA8966,42000 - 99000 к
C69CB8F8,19000 - 28000 k
81D5A748,16000 - 28000 т р
907F99DC,95000 к
1442F718,141000 к
DFF3E84D,126 тыс
A0FFEB3E,66 к
4A99EFF9,133 - 188 к
B3285D74,179000 т р
59D134B5,42000 тыс руб
47667CE8,15 тыс
23C3E992,93000 тыс
3D250219,168 т
ADC715D6,25 т
D4A6A066,24 к
852A6A68,45 к
4F143243,138000
329F2B66,88000 тр
E5A2FB8A,84000 т р
215C338D,58000 k
30F496BB,17000
58B1378C,165 тр
8ACDC3BB,170 т р
C40088B8,22 т р
F934C2B2,18 - 23 к
B47B86CC,29 тыс р
5608ADEA,136000 тыс р
67BBC266,194000 тыс
D7369A59,296000 - 351000 тр
C35397F6,77000
F7011285,322 k
A1B50942,268000
F2E53EEA,31 тр
89B2D836,15000 т р
57E10879,44000 тыс
82025E43,143000 к
AFC3DDDC,173 к
D0211D3A,20 тыс р
C615E844,102000 тыс р
A00525F2,99000 т р
A8C8EE29,181000 - 193000 т р
D9E9D04D,138000 - 157000 тыс р
5A247E03,41000 т р
5BEC99B7,109 т
81A39515,119 - 136 тыс руб
E2E90BD6,52 к
D7A778F2,17 т
198A05D5,84000 тр
C0A0D806,150 - 154 т
0A46CB5E,127 т
A17A7CAC,80000 тыс
00A84269,118 т
8E991A57,102000 т
79B95C17,134000 - 179000 т р
EA9134B2,14 т р
13EC6D5E,302 тыс р
E77F46D2,18000 т р
6193B920,37000 т р
F2E1A5DE,62 тыс
4F4E8E69,41 т р
8D32F853,97000 тыс р
39E7800C,104 тыс
A28F6CF2,165 - 166 тыс руб
32C66CB6,149 т
98A17EA0,31000 k
58ECA366,82000 тр
32D38BD9,189 k
6322B480,122000 тыс руб
F1AD6A65,207 т
142DF7FD,197 т
833A1658,23 тыс р
3499DCF9,72000 тыс р
EF3BA4C2,183000 k
449DD6D9,199000 - 200000 тыс руб
F1907A8C,175000
3E7AD1F5,97000 т
FA3E0C6E,97 к
A1BFF59B,21000 k
2007A81E,165 т
A9D0C689,46000 к
810B07AD,143000 - 199000 т р
575D4537,18000 т р
66A27088,113 - 157 т р
A5386E1C,15 тыс р
7656F2CB,164 тр
856E85D2,166 - 179 т
3CF721C2,92000 - 97000 тыс р
FF193F58,9 т р
1BC1380D,240 тыс р
9A8B602A,149 тыс руб
34979A54,80 к
D5C13779,49000 - 83000 т
26039BF4,21 т
5A3C2BAF,183 т р
A24AFE55,79 тыс руб
982DBD2A,106 т р
9CD31234,329 - 359 k
4348A790,146000 k
E0E5E868,91 тр
095ED37F,14 тыс руб
061487D0,122 - 144 к
490A39E0,302 тыс руб
20369DCD,22000 т р
33D1AF63,33000 тыс
632B6AEF,200000 тр
FBF31DB4,211000 тыс руб
21659F0A,775000 k
A6BAC641,134 тыс руб
A5BFB6EE,83 - 88 т р
E04DF1A6,44000 тр
58855496,37 т р
0B12DB84,98 т
79E3877A,193000 тыс руб
C49B5B4A,109 тр
206B4916,227000 - 394000 k
2F990331,93 тыс руб
9D631C0E,61 т р
D2FC5C4E,82 тыс
6A5A6578,437000 тр
2A498002,74 тыс руб
935C3FEE,58 k
8E665939,346000 тр
6C612A6C,157 т р
9131FD76,35000 - 38000 тыс
C42A1255,19 - 36 тыс руб
3F6DFA13,25000 - 37000 тыс
8B639850,42000 - 82000 тыс
87714893,162000 - 164000 т р
D26B4A7C,134000 - 152000 тыс руб
5C0393D7,240000 - 325000 k
32A92182,11 k
EB359849,150000 k
831BE3FF,97000 т
17769924,14 - 15 т р
52BE69D6,238000 тыс
3C1A7675,44000 т
2E5B21D0,199 - 200 тр
5925546D,546000 тр
CACCCD6A,27 - 35 тыс
D56102F2,583000 k
686240B3,85000
33DAA6A1,43 тыс р
84AC819C,149000 - 168000 т
12F92C0A,69000 тр
EED007E9,15 тыс
4DC5029D,65000 тыс руб
ECEEFA3D,334000 k
44F0381D,105000 - 129000 тыс р
3F2D3851,130 - 179 т р
B71F0B5A,331000 тр
82BF0ACD,348 - 388 тр
9A46419A,49 тыс
0CEF5FC6,35 - 38 тыс р
5353E6BA,60 тр
8FC982DA,29000 к
3F37C3A2,128000 тыс руб
135107FF,42 k
86BB40D1,100 тыс руб
9FB48387,389 тыс руб
46B80A2A,124000 - 193000 тыс р
DBC41B46,18000 тыс р
C8789F1C,31000 тр
2C66DDA0,365000 тр
ABC7C317,146000 т р
C01FAD1B,97000 - 98000 к
BD5F8FDA,84 т р
31520007,142 тыс
FE2A3316,89000 k
77EDFC02,124000 тыс
A1D050AF,79000 тыс
AC50CC5C,89 т р
E72125FD,10000 к
0B406EB3,19000 т
2661F65E,51 тыс руб
BF09E1FF,38000 - 40000 тыс
1A77E003,195000 тыс р
E52DE73F,75 - 81 тыс
8FBE1636,127 тыс руб
487BD68F,171000 - 199000 тыс
0759F816,29 - 36 k
DEEDB5B5,379000 к
CC1685EF,157000 - 195000 k
BF82B1BC,73000 тыс р
3DC1FD44,75000 - 82000 тыс
27A38319,92 - 100 т р
C565E22A,76000
F695B929,115000 - 186000 тыс р
329AD6EC,174 тыс руб
DCB8DFB3,195 тыс р
0F52B56F,16 тр
4C79A876,64000 - 96000 т
BB4E0CC2,743000 т
C7CAD12E,27000 к
72393126,98 тр
3173DE91,119000 - 174000 тыс р
68D4FBD7,124 тыс р
B01E6DD6,19 - 31 тр
A98FEFB4,151 к
7E805B0A,74000 тыс руб
10AB5DB5,163000 т р
817F1236,143 тыс руб
5D041D36,291000 - 317000 k
C030619A,27 k
1BEC7644,331 тыс руб
17919FEF,139 - 185 тыс
973B557A,41000 тр
59C14289,51000 - 97000 к
7032932F,160000 тыс руб
EFE79BD5,67 - 93 k
1F089EF9,50000 тыс руб
5537F208,72 т р
5DF52572,27 - 38 тыс р
6271D6C0,35 тр
CF596452,188000 т р
22CF2AFF,35 к
B6C9A4A1,31 - 35 k
962374D7,559 к
885F12F2,192000 т р
75703800,181000 - 193000 т р
4121AA5B,77 тыс
4746A7F3,65 тыс руб
65F29BA7,39000 тыс
F9781C22,38 т
2C39BC75,50 - 67 тыс р
EB40542D,119000 - 160000 k
9FF872A0,150 тр
D73CF655,325000 тр
B0D1C097,61 - 86 тыс руб
5D30ED61,137 тыс руб
27BF60A0,25 тыс руб
049A12E6,138 - 141 т р
F9AC20DF,168000 тыс
A6D4022C,26 т
6E1562FF,127000 к
7C4F266B,141000 тыс р
B79816DE,164 k
EDF9C5F2,44 - 66 тыс
74D6341D,9 - 12 k
C9DEAB04,104 тр
0CDA074F,292 к
5A58A18B,111000 к
6A0BA15E,134000 тыс руб
61B14AC4,18000 тыс
53602CE8,47000 - 96000 k
62E93691,75 к
5E8C7D5D,159 k
45E18B52,101000 - 103000 k
C39D1DA2,31000 - 38000 тр
99CB0546,74000 т р
66D3EC9B,41000 тыс
70074404,342000 k
89D218F2,36 к
6C3520AC,46 - 77 т р
8CBC7654,29000 т р
DA68AFD4,23 к
2B41F93B,70000 - 96000 т р
427D1801,51000 k
52F7C420,162 k
BF4FC0C6,34000 k
EF451C1C,18000 к
231FD24B,29 k
C7D01DF6,43000 - 83000 тыс р
8603A241,117 тыс
9E73C59B,186 к
273D983B,453000 к
415CCB92,51000 - 99000 тыс р
7621E6EB,33000 к
5AEFA0D0,141 тыс руб
CA9F5B5C,73 тыс
75B13279,65 тыс
4962491C,146 к
502676D9,64 к
3CDA3BAA,155 тыс
FCEC1FCE,37000 тыс руб
D039FD49,191 тр
39AA3234,17000 тр
C919AE31,159 тр
D241106C,155 - 193 т
D44B8396,183000 т р
E35A23B3,171000 - 182000 к
FDC5C8FD,33 тыс руб
701ED040,15000 к
43F25EAA,73 тыс руб
D95A85F9,34000 тр
00572406,174 - 191 тыс р
3F9A9115,83 k
83298F8B,67000 к
004F05D7,174 тыс руб
5CF86889,27 тыс р
0E3E9C2D,95000 - 99000 к
6B3E5D78,74 тыс
F0F45B6C,122000 т
9C1B678A,190000 тыс руб
74C60176,60000 тыс р
F3E0760B,26000 т р
0ACEBC19,59 тыс р
7D0672C6,15 тысяч
9E2FF8DE,10000 т
28C3E275,200 тыс
4FF69EE6,56000 - 91000 тыс
733B04DF,38000 т
537E6709,626 - 763 к
3FC200F2,157 тр
35D774F1,143 - 189 k
CAE7D16D,131000 тыс руб
4A2CAFBE,157000 тыс
C7918A59,114000 - 138000 k
0D2611C7,66 k
3C832F96,40000 тр
255FF072,47 тыс
5B5EA0BB,18 тыс
5DC87936,58000 тр
2040C8A6,44000 - 49000 тыс р
4E5F4EBA,585 - 760 к
080AEDFF,54000 - 68000 тыс
81FD7D60,224000
2A1DDBDC,240 т
FE3398F4,89 - 92 тр
12C4D526,73000 тр
711FA51D,78 k
28176C7D,394000 т
D3DBED58,56000 - 92000 тр
75D6DF14,336 т
C505E9CE,109 т
6E0819A9,70000 к
13C58C74,29000 т
3C61436A,170 - 192 k
356EDD9B,310 тыс
FF87D808,29000 тыс руб
5858C76E,146000 - 186000 тыс р
E0870DEA,299 тыс руб
1DFFB0A1,31 тыс руб
94F78DAC,242 - 359 тыс р
B9EB1656,31000 - 32000 тыс р
39F78262,13000 тыс руб
2C1FF542,100 тыс
2B2B0774,81000
C13C80D0,35000 к
FC33BE21,69000 т р
178F8D6D,24000 - 34000 тр
C0869A05,32 - 34 k
DC7FDE8E,786 тыс руб
238E3C6E,18000 к
13AD44A3,80 - 84 тыс руб
AB726558,86000 т
36937E64,40 тыс руб
2D581C18,18 - 29 k
D0C55BB4,118000 т
5015B360,223 к
31522457,28000 - 37000 k
B1969D0D,19 тр
D588C59C,384 тыс
6EE41F4A,178000 т
3373EB5F,169000 k
084AB4B7,31000 k
6B8DA8FA,24 - 28 т
4E6E6B08,91 т р
A389CA4A,41000 - 48000 т р
D3BBBB4A,119000 тыс р
62A48BDA,51 тыс
AF56F596,84000 - 88000 k
635707B4,20000 - 28000 тыс р
4E6CAC62,357 - 389 тыс р
6334DE86,47 к
94FE6CCD,70000 - 86000 k
B1E2B4AF,98 тр
7DBA6655,571 к
51608AE9,31000 тыс руб
D95AFEAF,384000 к
6E69BE2A,30000 т
10424D39,51 k
D756EDB6,50000 - 59000 к
D000259D,80 тр
0A2F67D2,199000 т р
DD4F97F6,79000 - 99000 тыс
4A8F359E,63000 - 64000 тыс руб
13CD361F,84 к
3CDF4BF4,72000 тыс
637B0D3F,155 - 168 k
9D6D45FD,88 - 100 т
71DCB682,32 тр
FC745C3D,10000 k
AE572A98,336000 к
0145C859,147000 - 161000 тыс руб
9A7FB2F1,223 - 386 т р
9D03B25D,368 тыс
BF5E86A2,58 - 65 тыс
C772AACB,188 к
F0427A7E,67 т
1E864FBC,12 k
8E03C0B8,94 т р
5FE1A775,196 тыс р
C59B70FC,35000 - 39000 т
6D607350,40000 т
0864CC4A,200 тыс руб
5A7BA9E1,91 тыс руб
0D6139B7,252 тыс руб
AA051F34,179000 тыс
24927CBC,65 k
F413F20C,422000 к
23747FAD,30 т
C789497A,94 т р
2214BC90,161 тыс руб
9884EBC3,147000 k
6F15178D,71 к
2695EDC6,95 тыс руб
7EDFB91E,38000 k
CDFF7BDB,79000 т р
825C9B6D,171 т р
46DBFC8E,28000 тр
08A6D8BF,160 тыс
C841B9EB,109 тыс р
78F676FE,22 тыс руб
A99F3FBF,152000 - 176000 тр
9035AF2D,70000 - 91000 к
E803A7FC,51000 т
C8BDDA8B,48 - 70 к
7AA90F35,131000 - 184000 тыс руб
16FC70BC,161 тыс руб
92B4F003,81000 - 100000 тр
FD866B99,17 - 38 т
B9213EC7,189 - 199 тыс руб
0B89E63D,162000 т р
CDD8F560,44 k
7E9A8CF9,42 тыс
85B14340,77 тыс
7E3DEEEB,124 тыс руб
2CC725E2,40 т р
3EA6B766,65 тыс руб
6651BFE1,58000 k
F9FDE98D,337 т р
C79442F6,690000 т
11B9285B,87000 т р
A99E05AD,188000 - 196000 т
551E2A74,25 тр
D54ED311,713000 тыс руб
0A67AEBB,349 тыс р
D4845944,55000 - 78000 т р
4D8F4F9E,12 т
9BD7293E,65 т
027AA9CE,146000 k
E96AE476,86 т р
3E24B615,178 т р
38031134,10 т
0991EED2,128000 тыс руб
42ACB087,9 - 11 тыс р
1A15F9E4,97000 тыс р
DA4245D5,50 т р
1C0DE598,176000 тр
4433C581,19000 тыс руб
870AFF86,166 тыс руб
944C19F5,33000
101BF7BC,88000 тыс руб
871942FA,82000
6E5336D1,24000
9BED6364,26 - 28 к
84AC78D7,40 - 48 тыс руб
632AE383,32 тыс руб
F022BEFC,20 тыс
4B9E62A0,121 - 137 т
8D1B90D9,338000 к
CE94BEC4,51 тыс р
4E9CBD3B,104000 тыс руб
54233652,88000 тыс
3371C603,56 тыс
1EDE8B59,157 тыс руб
9177D3F2,89000 т
589EB04A,177000 тыс
417C22F9,146000 - 184000 тыс
B1767D1C,22000 - 25000 т р
8CB2F0C5,76000 - 84000 т р
6910ECB6,19000 т р
349EBC69,176 к
C2F40E73,104000 к
78CDA682,43000 тыс
F539D022,9000 т
5FA12994,223000
ED4F7755,93 тыс
EECCC72B,154 тр
42B3052D,93 тр
3A82774F,44000 тыс р
6EBFDDCD,190 тыс руб
38194522,165000 к
BE8FFDEA,41000
1ADD4F4C,479000 к
0C04EE03,188 k
930EE26C,139 - 163 к
F8D1B2BB,20000 k
279128B8,69000 - 80000 k
BBD362F8,22 к
8F81FA17,19000 тыс р
4EBEE926,148000 тыс
4A194469,39 - 40 т
B76FC2D4,186000 тр
5E4BABCD,386 - 393 тр
961A101C,41000 тыс
83999B61,291000 т р
137AB65D,41000 - 97000 тыс руб
5C5C590B,485 т р
93B643EE,303000 т р
CCE698B9,55000 тыс р
3985732C,76 т р
32749ECE,88 тыс
0208B787,19 - 40 тр
FC72527E,70 т р
6F79A2C6,61 тыс
BDA20E6A,30 k
08B5F8BB,141 тр
B9680A7A,10 т р
12FF5DDB,220 тр
0895C77A,95 тр
41A3497A,71000 тр
5A93064A,109000 т
F5278235,519 - 553 тыс руб
3DD12D57,16 - 39 т
15A33D39,170 тыс
1B98B473,184 k
C3A97073,25 к
21532B75,324 тр
24CB4EB2,40000 т
E449D617,175000 т
061F93D0,27000 тыс руб
CB66D15B,226000 тр
540B8257,157 к
C62BBE72,32 тыс
777BACEA,20 k
E1B59275,39 тыс р
6A11A8DE,19000 тыс руб
3EB0EC30,33000 т
E136B206,94 тр
63C84070,100000 т
3E073C95,123000 - 134000 тр
983F7795,662 тр
12E8A3F5,50000 т р
050AACED,45000 тр
71FE188F,99000 т р
D593EF7F,195 к
B5F99BA1,101 k
852CFC50,57 тыс р
34D8E810,25000 k
F57F245B,57 тыс р
3B5E9DC6,50000 тыс
EC31E536,137 тыс р
BDC37AB7,266 тыс р
746C5CD7,146000 - 156000 т р
5C513634,62000 тр
F2033038,64 к
A9E794A5,112000 к
7B1CB82A,175000 к
5F104D10,31 тыс руб
FD339AD2,140000 - 172000 тыс
AA1C99D7,95000 тыс
19CBFCC9,28 тыс руб
39C13A58,98 тыс
DCDBBC2A,35000 - 39000 к
7C73810D,96000
DD51B0DD,48000 тыс р
47DC621A,30000 k
228A9027,52000
FB797634,35000 тыс р
B7263009,77 тр
4575C383,171000 тр
CDF64645,55 к
B115A9C0,179000 т р
157A324E,82 тыс
5A4833F7,188000 - 197000 к
B788DE19,22 к
8EEFCEA4,17000 тыс
212703FF,83 тыс р
3BB2D73C,263 к
214C3EA8,276000 k
792B9557,34 тыс руб
AA41FE89,27000 тыс
D42D4554,95 - 100 k
81179ACC,152 т
C2A644B6,61000 - 85000 тыс р
4BC80D17,52000 тр
072258C3,112 тыс руб
E585060F,54000 - 77000 тыс р
B288AFF4,91 тыс р
70641B9B,48 тыс руб
D2E1EB05,147 тыс
DF639C7F,234 к
85CE1196,50 т
2C5B7E9F,171 т р
4117DABA,75000 к
1605506C,62000 - 82000 тыс р
3F9AC6E0,95000 т
C921F1CD,190 т
22347CD4,71 - 78 тыс
CF55C157,652 k
51ECD324,109000 тыс
22580AA7,97 k
3A20F2EA,98 тыс р
1627AA68,83 к
52B7D06B,60 - 75 к
E17E9C69,83000 тр
684E63F2,27 - 32 тыс
E3CC5A76,19000 k
3531E7F8,41000 т
6C4A9823,177 т р
7D2D2260,177 - 196 т р
3EB28556,179 тыс руб
93B040CA,40 k
57C31D8A,248 - 356 тыс
684C62EF,185000 т
953AA8BA,31 т р
897F2CCD,88000 тр
608526FF,34 - 38 к
92EAB99E,26000 тыс руб
FFFFA694,13 - 15 тыс р
FC32A71A,1.3 - 1.4 м
1F5A6EB7,74 т р
E7771BD2,234 т р
59D99B22,51000 тыс руб
77F42A91,168 т р
9DA79EE1,76000
52C55C00,145000 - 175000 тыс
94C41E6E,27000 - 32000 тыс
8FA80B11,170 - 175 тыс
495A1B6A,46 тыс руб
D742131E,562000 - 762000 т р
6F36A91C,113000 - 188000 тыс р
DEF02619,108000 - 130000 к
474FC476,10000 тыс
AA4E3D91,20000 - 22000 k
BB29EF3C,77 - 96 т р
2C2BCEDA,27000 тыс руб
0B075F7B,49000 - 99000 тыс р
DECEE063,154 - 171 k
9C9C8D40,79000 - 93000 т р
8AD04C99,197 т
4BB1D540,15 тыс
5E5B3025,177000 к
6A2ECF55,9000 к
5316FBD6,59000 тыс руб
4ACC0AD1,57 k
D6DE3FA2,62000 - 71000 т р
9EA4FB28,"1 - 1,1 мил"
F2759314,113 к
59EAA4C1,156 тр
BC144E12,389000 к
D4AA5A70,148000 к
D6A70F3C,33 т р
A964CF41,72 - 99 тыс р
BD2FD626,66 тыс р
F53C3D98,255 - 265 т
6F085994,10000 тыс р
9C998285,102000 - 130000 т
0113B379,36000 - 39000 т р
CBA35B58,33 k
EFCC8E5D,31 тр
54D9E0BE,162 тр
C0F8D84C,249 - 339 к
F31AEDF7,168 к
F349B768,187000 тр
726FFF31,181 - 190 к
754017BF,98000 т р
E94A8D66,166000 т р
A4AFF04B,47000 - 55000 т
11A0BCB5,392000 - 396000 тыс р
9536E0BA,175 т р
82A7D9AB,44 тр
AAF07710,188 тыс
C2681091,23000 - 34000 к
6E092E7E,130000 к
2B8C32E1,105 - 182 к
05C92610,307000 т р
423880C9,31 тыс руб
B77327A6,184000 т р
D3395571,97000 - 99000 тыс руб
3F0E9BEF,68000 т
6E82A5E8,124000 тыс р
1604F2DC,102000 - 192000 k
FAB2273B,11000 k
65CA2FFF,178 т
A1528C18,14 т р
16BF3B8D,117000 - 172000 тыс
DF68781D,386000 тыс руб
9A39EF93,61 т
146280E4,17 - 29 к
DE8C1564,66000 - 96000 тыс руб
32B82E5A,175 тр
9F66113C,184 - 194 тыс
5DFC6378,69 к
983F9A76,24 - 30 тыс
EB63CC49,37000 k
D27CC71C,57 к
6ACA1B10,90 тыс
4D59465B,180000 тыс
0EE90539,67 к
52809183,229 к
E991C678,131 k
3CB3FDC6,18 тыс р
BA7DBDEA,25000 тыс р
2C630036,20000 тыс
01216158,14 тыс р
EC55C1BA,154 - 196 k
C09239C7,30 - 37 тыс руб
E09736AF,144 - 198 k
1E004D0F,88 тыс руб
B97E5F5C,53 тыс р
ED960AEF,24000 тыс
91EA24F3,97000 - 99000 т
10BBC592,124 тыс
61822A11,138 - 180 тыс
65A1BE99,34000 - 37000 тыс руб
4CFAD7E4,127 k
B8AE5B12,81000 - 94000 т р
8D50145B,184 т
0168F321,27000 тыс руб
00F72E82,152000 тр
99C2B1C6,67000 - 68000 т
5823D6AD,69000 т р
4F313306,13000 - 14000 т р
E2ACAD90,25 т р
898B3675,64000 - 86000 тыс р
0430CCBA,52000 тыс
C8F152A2,168000 - 186000 т
B5E868CC,58000 тр
D1547094,83000 k
0372EED3,32 т р
2E9E80F4,317000 тыс руб
EA60308F,61 k
678314B2,221 т
7E856C35,127000 - 130000 к
295F5636,12 - 15 k
D6B710AB,311000 тыс р
27127162,86000 тыс
B39353F5,21000 - 27000 тыс руб
0436BF47,79000 - 84000 тр
B08082BA,38000 - 39000 т р
9C19D064,42 - 64 тыс руб
E2C6D864,16 к
56E0FFFB,84 k
A8011BCD,56000
671F1394,162 - 171 тыс
A9BE4EBE,133000 - 198000 тыс руб
3A560828,166000 - 175000 к
BD016F4B,184 - 185 к
1128E23F,388000 - 395000 к
CBBA1D48,181000 к
C93FCA97,107000 тыс руб
BF56C256,89 - 94 к
D2FB171A,43 тыс руб
1B3DF67B,15000 к
00A85A95,27000 тр
C5AFA3B8,156000 тр
B5D2B045,287000 тыс р
12CBB0FE,28 т
9169CC67,148000 к
8D2194AF,18000 k
4E3A3E53,117000 - 158000 тыс руб
501A954F,245 т
F862CE92,65 т р
6E5F6267,96000 k
A4DE3FEF,129000 тр
1FA656AB,39 к
8FA64491,182000 т
C294E78C,74 т
1DFE7168,43 - 73 тыс
D4D78B2F,92000 т р
0DABCB53,84000 тр
174E51D2,50 тыс
AD180E91,377000 - 399000 к
6695D24C,85 - 97 тыс
CE139F20,48 - 71 т р
1DACA3BF,68 тр
6F35388A,184000 тыс
D2FE7C59,57 тыс руб
382E9BCB,173 k
F1625153,58 - 85 т р
9A02AF13,117000 т
738A359D,79000 тыс р
0FF3A8CA,13 + 66 тысяч рублей
ECB0248D,27000 - 36000 тыс
CAA8F960,279000 - 389000 k
34429705,18 тыс руб
4BDA8D3B,189 - 198 k
85375587,119000 т
5FA057D0,112000 к
0BFD06FF,62000 т р
791A7FE0,18 т
3404F685,68 к
8F6E194E,28000 k
72048D3E,94000 тр
C8D669C5,155 - 175 т
475EBB10,78 - 84 тр
BAE1D988,366000 т р
70F1508B,121000 к
20C010EF,89000 т р
A976902A,22 т р
AB6FA128,58 т р
6010D379,112000 k
C2D04B19,76000 k
BD931525,409000 к
D86B3638,81000 - 84000 тыс
407604F5,303 k
77B6F151,318 тыс р
81E04ED3,36 тр
F7F34E4E,42000 т
D0077146,78000 т р
0288BCA7,31000 k
D008952D,40 тыс
613DFDC3,533 - 599 т р
C26B8ACD,126000 тыс р
A270A5EE,194000 тыс
FB99EF66,388 - 394 к
6887C16B,134 - 184 т р
AD9E9E8C,10000 тыс
97FF0DA9,37000 тр
A4CA7D59,317 т р
4A03F019,13 - 14 к
403A1E1E,96 тыс р
AA20D0CA,118 - 142 тр
AFE21EBA,298000 тр
4440D619,71 - 96 т р
ECB2FCB2,166000 k
0B2506C3,149000 - 160000 тыс
E2656100,193 - 199 т
BF0818FD,11 тыс р
DE8BA4BF,183 тр
6291CA35,77000 т р
E7C06CB8,99 к
FB84C6D2,170000 к
1CE57EAD,154 тр
EE20705E,104000 - 152000 к
3D83DF38,44000 - 66000 к
C2B64120,146000 - 192000 к
4ED4250B,9000 k
566629E2,228 - 256 т р
BE8D8E0A,127 тыс руб
D5F03D23,24 т
F384E19C,23 т
CC2F5126,195 к
8597F685,47000 - 84000 тыс р
86D33CAA,181 т р
2C482A7F,29000 к
A87217CF,57000 - 76000 к
AB792988,172000 - 196000 тр
8712282B,35 тыс
4B697996,36000 т р
1553D54C,69000 - 94000 тыс р
3F172D30,43 тр
C7920BB9,71000 тыс
5F964937,309 т р
E87E446D,20000 k
6B0D725B,582 тыс руб
DC369438,70 k
497969AD,54000 k
0A58CE4E,73 - 75 тр
69721ED2,153000 тыс р
D24FFD0E,159 - 195 тыс
7B08759C,96000 т р
1B5E3360,17000 - 30000 тр
9E15AFD1,144 т р
15CA244A,163000 k
5EE8F6F0,21000 тыс руб
E504FC17,96000 т
1D640ED7,13 тр
1FBEF703,10000 тыс р
1765A4E9,179 тыс
073EDF0D,95000 - 98000 тыс р
19B6DF2B,19000 - 22000 т р
F59D4AD4,111 т р
C1F9B6BC,32 - 39 к
EF88D402,318000 тыс
E5EB452E,120 - 189 k
2DF2EEFA,17000 k
5E1DEBFB,43 - 80 т
00B0BD29,190 т р
DAEC1583,165 тыс р
C8EACF6C,40 - 98 т
3269534A,189 тыс р
AD8C5AB1,376000 тыс р
A6924AF0,171 тыс
3A6DFF6B,191000
6B9CB3B0,9 k
C8F0DD51,60 к
E65E91C3,176000 тыс
7489277E,53 тыс
080F2F11,24 - 29 тыс руб
4D724D8A,112000 к
809718D5,37000 тыс руб
0C0DF93D,264 k
6EF3C383,41000 тр
F595DC0B,70000 - 96000 т
535F1303,24 - 31 т
17DA7713,89000 т р
4F9DCB2E,30 к
36FF15EB,14000 k
D1224A4E,58000 тыс р
667527ED,156000 т
C7DD30D1,174000 - 185000 тр
0F5C298F,80000 - 98000 тыс р
3E911480,100000 к
4A700462,122000 тыс р
21341CB4,27000 тыс
11083394,71 тр
E3076999,95 k
B7EACCBA,28 тыс р
060276EB,158 k
450E5AE0,15 тр
51526169,138000 тыс
B9465BD5,194 k
E6B6E8E4,173 тыс руб
85617FF7,129000 k
CD06B474,149000 к
BB55D22E,167000 тыс р
6358A934,124000 к
F36A74AE,35 т
E3218C41,98 т
EE5B57F0,333000 тыс
B557E837,87 т
F7FBC3F0,100 к
5A70D79E,66000 - 89000 тыс р
13D5B2CD,71 тр
3776D894,163000
184DBEB0,95000 т р
A1A1224A,174000 тр
01EC0A84,21000 - 36000 k
512C1CA2,22 k
CA7A0F93,113000 т р
7B90D05C,10000 - 14000 т р
41376BB5,172000 тыс р
4C64625B,192 т р
72A00B52,9000 - 13000 k
4E0021BA,25000 т
3F4BFF1B,105000 тыс р
71B127BC,171 т р
3EEB28A3,98 k
B96AA49F,399 - 400 т
05599BBC,101 т р
481E0744,70 тыс
A1033896,21000 тр
2D0D16D5,15000 - 19000 k
3E9A9F6C,25 тыс
